Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR447639,2012-03-22 21:57:09,2012-03-22 21:57:09,843,53952,843,64,0,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447639/SRR447639.sra,SRX131045,Solexa-25396,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,3C41D47B723800D3A3DEE88DB0DE89D5,79CDE0D2FE85128360D8285B5B9199EB
SRR447640,2012-03-22 21:57:09,2012-03-22 21:57:09,1568718,329430780,1568718,210,192,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447640/SRR447640.sra,SRX131031,Solexa-24338,WGS,RANDOM,GENOMIC,PAIRED,320,6.73918,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,28B7D6166166D2A34217801BB02D33EC,CE66191C2C4FA845E35A01F3C9DCB6AC
SRR447641,2012-03-22 21:57:10,2012-03-22 21:57:10,608489,38943296,608489,64,18,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447641/SRR447641.sra,SRX131027,Solexa-24011,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,F1E4B1EFEB13211F7B5BCA78DB2A3DA4,CB19A2326B882545544AA1C821C07C24
SRR447642,2012-03-22 21:57:10,2012-03-22 21:57:10,435540,91463400,435540,210,53,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447642/SRR447642.sra,SRX131037,Solexa-24323,WGS,RANDOM,GENOMIC,PAIRED,320,20.1259,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,025CE9B08B1750DD43103B9E04083EC9,02DA913B4D55DEBC0FD6F15FA3D8BD24
SRR447643,2012-03-22 21:57:10,2012-03-22 21:57:10,11819917,2482182570,11819917,210,1436,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447643/SRR447643.sra,SRX131038,Solexa-32866,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,E27C0EB7C612BDF6088339E7478A168E,1B10EE723E49C084CAEDABF65B9C8A70
SRR447644,2012-03-22 21:57:10,2012-03-22 21:57:10,195047,12483008,195047,64,6,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447644/SRR447644.sra,SRX131046,Solexa-24332,WGS,RANDOM,GENOMIC,PAIRED,320,6.09671,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,35AC55C1AC3ECFDC10CCA11E2B715E74,DBF6262E271DB6127B4943743345C996
SRR447645,2012-03-22 21:57:10,2012-03-22 21:57:10,422424,88709040,422424,210,52,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447645/SRR447645.sra,SRX131044,Solexa-24332,WGS,RANDOM,GENOMIC,PAIRED,320,6.09671,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,5DA4FD1B3B1E44F15A5EBEB943502042,D3659F48E4DD9BA7A89B7F514EC3CD91
SRR447646,2012-03-22 21:57:11,2012-03-22 21:57:11,415170,87185700,415170,210,51,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447646/SRR447646.sra,SRX131032,Solexa-24331,WGS,RANDOM,GENOMIC,PAIRED,320,6.0454,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,4498399DB7DB6A7DDDE933D81DDF6158,5298C2AFE65FD2BE1CF10D0DA7447368
SRR447647,2012-03-22 21:57:11,2012-03-22 21:57:11,11055331,2321619510,11055331,210,1356,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447647/SRR447647.sra,SRX131029,Solexa-32865,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,9EA30D91A7B587B1911387F365010E92,7A8681D5A3CFD954A8B6C0D91BA00D64
SRR447648,2012-03-22 21:57:11,2012-03-22 21:57:11,489007,31296448,489007,64,14,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447648/SRR447648.sra,SRX131041,Solexa-24331,WGS,RANDOM,GENOMIC,PAIRED,320,6.0454,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,EDFA62238A0374069B9A3F07EB0BB4ED,29338C5C8655DD1581B050113A00DA52
SRR447649,2012-03-22 21:57:11,2012-03-22 21:57:11,1373828,288503880,1373828,210,168,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447649/SRR447649.sra,SRX131047,Solexa-24011,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,9851563E14CF901C878EF9B318E3F6AB,9D575E101E0FE3AD8B63FABC51F1A489
SRR447650,2012-03-22 21:57:11,2012-03-22 21:57:11,1728285,362939850,1728285,210,212,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447650/SRR447650.sra,SRX131048,Solexa-24010,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,B974022BF5B7AA3FD9B32B9E2D409248,D11741D64E9826475BA0352C89C0DAC5
SRR447651,2012-03-22 21:57:12,2012-03-22 21:57:12,1378628,289511880,1378628,210,169,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447651/SRR447651.sra,SRX131047,Solexa-24011,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,13733B7319E32FE4E5BEAB90782C9FC0,5535937B507A5C6AB7F16EDF20F2CF89
SRR447652,2012-03-22 21:57:12,2012-03-22 21:57:12,1560591,327724110,1560591,210,191,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447652/SRR447652.sra,SRX131031,Solexa-24338,WGS,RANDOM,GENOMIC,PAIRED,320,6.73918,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,21C910AC1A02396FFA849959CEF0AFD4,DEA8DA2937FAB7515EB1913A33822F40
SRR447653,2012-03-22 21:57:12,2012-03-22 21:57:12,472213,99164730,472213,210,58,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447653/SRR447653.sra,SRX131028,Solexa-24324,WGS,RANDOM,GENOMIC,PAIRED,320,19.9641,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,EFBBE92320B1B210F34D6A3878A21378,15963F61AA4BF9CFB12EE04E3A7F402B
SRR447654,2012-03-22 21:57:12,2012-03-22 21:57:12,1811150,380341500,1811150,210,220,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447654/SRR447654.sra,SRX131049,Solexa-24337,WGS,RANDOM,GENOMIC,PAIRED,320,6.43669,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,72C9B0584725BB601D6FD04E0C0DE49A,2EB682AEBF0E8A304FDA91BBE2572CC1
SRR447655,2012-03-22 21:57:12,2012-03-22 21:57:12,488938,31292032,488938,64,15,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447655/SRR447655.sra,SRX131046,Solexa-24332,WGS,RANDOM,GENOMIC,PAIRED,320,6.09671,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,916910B22437091AD9DE727830BFCA56,538AAC78B4E8DB83A9457D6BFEEDE55F
SRR447656,2012-03-22 21:57:12,2012-03-22 21:57:12,1715025,360155250,1715025,210,210,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447656/SRR447656.sra,SRX131048,Solexa-24010,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,7F456337510BF62DE90F3634B3EBBEF6,80852E786C355609D2B12ADB47567407
SRR447657,2012-03-22 21:57:13,2012-03-22 21:57:13,1368877,287464170,1368877,210,167,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447657/SRR447657.sra,SRX131047,Solexa-24011,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,37674A7F6274B05EC82929C38B531E47,5AD0A00898A099D681820E96B0582E6B
SRR447658,2012-03-22 21:57:13,2012-03-22 21:57:13,475378,99829380,475378,210,59,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447658/SRR447658.sra,SRX131028,Solexa-24324,WGS,RANDOM,GENOMIC,PAIRED,320,19.9641,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,3E0655BA8AF9396DBD93784FBEF9D024,CF3D312EA5A722575FABE9BD883044CC
SRR447659,2012-03-22 21:57:13,2012-03-22 21:57:13,159013,10176832,159013,64,4,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447659/SRR447659.sra,SRX131050,Solexa-25395,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,622EEAF3563A66467DC5472D64A7FF27,1D4DAA182036B7C2ACEFF57C3E276F46
SRR447660,2012-03-22 21:57:13,2012-03-22 21:57:13,1798744,377736240,1798744,210,219,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447660/SRR447660.sra,SRX131049,Solexa-24337,WGS,RANDOM,GENOMIC,PAIRED,320,6.43669,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,53109CCA8BE82B94EB1755876929320D,093D6862E64441114AA5BB8DD188F8E3
SRR447661,2012-03-22 21:57:13,2012-03-22 21:57:13,2938906,188089984,2938906,64,95,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447661/SRR447661.sra,SRX131051,Solexa-24323,WGS,RANDOM,GENOMIC,PAIRED,320,20.1259,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,E4720A79C66599F104337496ABA1D7C0,D39BAC1432280969C8AC97E49D61386B
SRR447662,2012-03-22 21:57:14,2012-03-22 21:57:14,11901884,2499395640,11901884,210,1447,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447662/SRR447662.sra,SRX131038,Solexa-32866,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,A64EB254E7B07A5145EDA8D55A544132,A50E2F157284530D7DB78AEFD7832F7C
SRR447663,2012-03-22 21:57:14,2012-03-22 21:57:14,787689,50412096,787689,64,23,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447663/SRR447663.sra,SRX131052,Solexa-24010,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,463936A2C3ED93A448454E4EF5A5B84F,3EFCD4C4C255E51EDCC36EF0BA1BB9FB
SRR447664,2012-03-22 21:57:14,2012-03-22 21:57:14,11588662,2433619020,11588662,210,1426,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447664/SRR447664.sra,SRX131053,Solexa-25394,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,BFBC35A2AE733B22B3BF3840394A069A,58B012D14B014F9D7DD834F4ED1B09BB
SRR447665,2012-03-22 21:57:14,2012-03-22 21:57:14,474262,99595020,474262,210,59,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447665/SRR447665.sra,SRX131028,Solexa-24324,WGS,RANDOM,GENOMIC,PAIRED,320,19.9641,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,157A8FB219AA969C42540B5954C54320,7746BEB65A57DE34CDB83D8B2E65C9BD
SRR447666,2012-03-22 21:57:14,2012-03-22 21:57:14,420485,88301850,420485,210,51,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447666/SRR447666.sra,SRX131044,Solexa-24332,WGS,RANDOM,GENOMIC,PAIRED,320,6.09671,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,51C0B7FE2D7FCC6170F919898BA86704,E2A405F702848857789BA8A4EE43FDC7
SRR447667,2012-03-22 21:57:14,2012-03-22 21:57:14,411638,86443980,411638,210,51,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447667/SRR447667.sra,SRX131032,Solexa-24331,WGS,RANDOM,GENOMIC,PAIRED,320,6.0454,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,EF60351AA25F5B7FBE4F05CBB818B51E,205701A48D223780C463CD1258832133
SRR447668,2012-03-22 21:57:15,2012-03-22 21:57:15,4261397,272729408,4261397,64,128,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447668/SRR447668.sra,SRX131052,Solexa-24010,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,C4CC9057E0CEBC048D6EE5DA20969DE1,585510C77939E5D5934378D4BD1F0D61
SRR447669,2012-03-22 21:57:15,2012-03-22 21:57:15,513002,32832128,513002,64,15,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447669/SRR447669.sra,SRX131040,Solexa-24338,WGS,RANDOM,GENOMIC,PAIRED,320,6.73918,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,167B7B5BF84A4A3CBFF0A708CDB83851,CF1330877664FE2F08C9EBAA8E218305
SRR447670,2012-03-22 21:57:15,2012-03-22 21:57:15,514393,32921152,514393,64,15,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447670/SRR447670.sra,SRX131040,Solexa-24338,WGS,RANDOM,GENOMIC,PAIRED,320,6.73918,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,5BB03A27AE6FA514DAAD26DB322E5413,E381F2B23B41C1AA76F8A77A33B56F87
SRR447671,2012-03-22 21:57:15,2012-03-22 21:57:15,955422,61147008,955422,64,27,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447671/SRR447671.sra,SRX131054,Solexa-24324,WGS,RANDOM,GENOMIC,PAIRED,320,19.9641,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,80011FB4B6C82F5C5897E654D8A25F87,6DBD07B64EEF3D0216CA972D0E1942DA
SRR447674,2012-03-22 21:57:16,2012-03-22 21:57:16,910357,58262848,910357,64,29,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447674/SRR447674.sra,SRX131050,Solexa-25395,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,E38FA728A1C9EE6D207472403F3C406F,F12891D453E14B57012D1B6FD247AC45
SRR447675,2012-03-22 21:57:16,2012-03-22 21:57:16,3309562,211811968,3309562,64,98,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447675/SRR447675.sra,SRX131052,Solexa-24010,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,00260FC0770E651664ED9F97D9CE98BC,3E55CA66CCB4CBF565269EE166229844
SRR447676,2012-03-22 21:57:16,2012-03-22 21:57:16,192809,12339776,192809,64,5,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447676/SRR447676.sra,SRX131041,Solexa-24331,WGS,RANDOM,GENOMIC,PAIRED,320,6.0454,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,705C429D83F220D14D97297771FB3D2A,C61BB25BFB1094C93DDA251A6A0FEE00
SRR447677,2012-03-22 21:57:16,2012-03-22 21:57:16,1567726,329222460,1567726,210,192,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447677/SRR447677.sra,SRX131031,Solexa-24338,WGS,RANDOM,GENOMIC,PAIRED,320,6.73918,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,37BFCCCDCFD39FD1A3A16C6B242926D9,000AFF6A1DEB7C1A1C46A6843F860B7E
SRR447678,2012-03-22 21:57:16,2012-03-22 21:57:16,959861,61431104,959861,64,26,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447678/SRR447678.sra,SRX131046,Solexa-24332,WGS,RANDOM,GENOMIC,PAIRED,320,6.09671,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,934120D76BBB6549BA93BD1002E54925,F288777C159542F7145D9C5BFF14E26B
SRR447680,2012-03-22 21:57:17,2012-03-22 21:57:17,515705,33005120,515705,64,15,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447680/SRR447680.sra,SRX131039,Solexa-24337,WGS,RANDOM,GENOMIC,PAIRED,320,6.43669,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,B1ED2892A4FFAFD329771BFC091C5828,7294B5709BEA0C785D0273A2B5582756
SRR447681,2012-03-22 21:57:17,2012-03-22 21:57:17,1811213,380354730,1811213,210,220,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447681/SRR447681.sra,SRX131049,Solexa-24337,WGS,RANDOM,GENOMIC,PAIRED,320,6.43669,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,C77156F8CF4B3B7F13F6AED68DA6AD4B,7342172FED4D62BB6FCDF1D797306CF9
SRR447683,2012-03-22 21:57:17,2012-03-22 21:57:17,1730941,363497610,1730941,210,212,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447683/SRR447683.sra,SRX131048,Solexa-24010,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,1710FC6711296D9A650897A782D65D01,096FE697A61EAC6F795AB0B9C0867FC6
SRR447684,2012-03-22 21:57:18,2012-03-22 21:57:18,1804985,379046850,1804985,210,219,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447684/SRR447684.sra,SRX131049,Solexa-24337,WGS,RANDOM,GENOMIC,PAIRED,320,6.43669,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,09D7EB56DD860F34BBB1F02EF02797A9,E720B74A1EAA648E33B0721954008FAF
SRR447685,2012-03-22 21:57:18,2012-03-22 21:57:18,13457571,2826089910,13457571,210,1638,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR447/SRR447685/SRR447685.sra,SRX131033,Solexa-25396,WGS,RANDOM,GENOMIC,PAIRED,320,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS302375,SAMN00839313,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,557CBA536B09ED7AFD4ECE867BDC9D91,E313243524CC5B36E789172054F8F049
